Time,Open,Close,Tick Volume
1191366000,1.1747,1.1754,134
1191369600,1.1753,1.1751,59
1191373200,1.175,1.175,67
1191376800,1.1751,1.1751,137
1191380400,1.175,1.1735,214
1191384000,1.1736,1.1739,177
1191387600,1.174,1.1739,115
1191391200,1.174,1.1741,118
1191394800,1.174,1.1749,231
1191398400,1.1748,1.1742,581
1191402000,1.1741,1.1736,627
1191405600,1.1737,1.1745,566
1191409200,1.1743999999999999,1.1737,487
1191412800,1.1736,1.1734,509
1191416400,1.1733,1.1719,577
1191420000,1.172,1.1728,526
1191423600,1.1729,1.1736,497
1191427200,1.1735,1.1776,753
1191430800,1.1777,1.1789,605
1191434400,1.179,1.1794,547
1191438000,1.1793,1.1787,264
1191441600,1.1788,1.1791,184
1191445200,1.179,1.1795,236
1191448800,1.1794,1.1804000000000001,219
1191452400,1.1803,1.1802,111
1191456000,1.1801,1.1798,93
1191459600,1.1796,1.1792,166
1191463200,1.1793,1.1798,86
1191466800,1.1799,1.179,158
1191470400,1.1789,1.1791,122
1191474000,1.1792,1.1802,206
1191477600,1.1803,1.1799,285
1191481200,1.1798,1.1804000000000001,229
1191484800,1.1804999999999999,1.1782,644
1191488400,1.1783,1.179,593
1191492000,1.1789,1.1784,379
1191495600,1.1785,1.1774,583
1191499200,1.1773,1.1787,508
1191502800,1.1788,1.1789,675
1191506400,1.1788,1.1797,812
1191510000,1.1796,1.1787,756
1191513600,1.1788,1.1752,943
1191517200,1.1753,1.1751,610
1191520800,1.1752,1.1743999999999999,282
1191524400,1.1743000000000001,1.1743999999999999,174
1191528000,1.1743000000000001,1.1756,236
1191531600,1.1757,1.1743000000000001,178
1191535200,1.1742,1.1743999999999999,130
1191538800,1.1743000000000001,1.1742,87
1191542400,1.1743000000000001,1.1743000000000001,44
1191546000,1.1747,1.1742,41
1191549600,1.1743000000000001,1.1748,133
1191553200,1.1747,1.1747,148
1191556800,1.1746,1.1745,84
1191560400,1.1746,1.1745,58
1191564000,1.1746,1.1747,102
1191567600,1.1748,1.1754,142
1191571200,1.1755,1.1754,349
1191574800,1.1755,1.1764000000000001,476
1191578400,1.1763,1.1772,375
1191582000,1.1773,1.1775,501
1191585600,1.1774,1.1764999999999999,600
1191589200,1.1764000000000001,1.1764999999999999,557
1191592800,1.1764000000000001,1.1837,1167
1191596400,1.1836,1.1774,1083
1191600000,1.1775,1.177,435
1191603600,1.1769,1.1758,401
1191607200,1.1759,1.1771,230
1191610800,1.177,1.1768,171
1191614400,1.1767,1.1776,108
1191618000,1.1774,1.1781,110
1191621600,1.178,1.1782,107
1191801600,1.1764000000000001,1.1766,142
1191805200,1.1767,1.1764000000000001,141
1191808800,1.1763,1.1771,192
1191812400,1.177,1.1774,169
1191816000,1.1773,1.1774,82
1191819600,1.1775,1.1776,90
1191823200,1.1777,1.1776,115
1191826800,1.1777,1.1774,151
1191830400,1.1773,1.1792,306
1191834000,1.1793,1.181,500
1191837600,1.1809,1.1828,571
1191841200,1.1827,1.1831,336
1191844800,1.1832,1.1831,267
1191848400,1.1832,1.1826,295
1191852000,1.1825,1.1831,273
1191855600,1.1832,1.1847,295
1191859200,1.1846,1.1843,329
1191862800,1.1844000000000001,1.185,274
1191866400,1.1849,1.185,205
1191870000,1.1849,1.1868,122
1191873600,1.1864,1.1858,107
1191877200,1.186,1.1865,83
1191880800,1.1864,1.1863,118
1191884400,1.1862,1.1856,119
1191888000,1.1853,1.1862,63
1191891600,1.186,1.1862,71
1191895200,1.1863,1.1861,141
1191898800,1.186,1.1865999999999999,115
1191902400,1.1865,1.1861,108
1191906000,1.186,1.1876,185
1191909600,1.1877,1.1874,153
1191913200,1.1874,1.1865999999999999,137
1191916800,1.1865,1.1858,549
1191920400,1.1859,1.1865,526
1191924000,1.1865999999999999,1.1868,402
1191927600,1.1869,1.1883,453
1191931200,1.1881,1.1875,311
1191934800,1.1877,1.1877,224
1191938400,1.1878,1.1879,189
1191942000,1.1882,1.186,302
1191945600,1.1862,1.1831,411
1191949200,1.183,1.1838,315
1191952800,1.1839,1.1831,102
1191956400,1.1833,1.1833,68
1191960000,1.1835,1.1839,430
1191963600,1.1837,1.1828,122
1191967200,1.183,1.1831,127
1191970800,1.1832,1.1833,118
1191974400,1.1832,1.1831,42
1191978000,1.183,1.1828,94
1191981600,1.1829,1.183,178
1191985200,1.1831,1.1837,101
1191988800,1.1836,1.1833,79
1191992400,1.1834,1.1826,152
1191996000,1.1827,1.1832,139
1191999600,1.1834,1.1839,173
1192003200,1.184,1.183,301
1192006800,1.1831,1.1825,381
1192010400,1.1824,1.182,276
1192014000,1.1818,1.1822,385
1192017600,1.182,1.1822,328
1192021200,1.182,1.1829,347
1192024800,1.1828,1.1804999999999999,484
1192028400,1.1804000000000001,1.1804999999999999,393
1192032000,1.1806,1.1797,362
1192035600,1.1795,1.1807,302
1192039200,1.1806,1.1816,143
1192042800,1.1818,1.1826,169
1192046400,1.1827,1.1837,142
1192050000,1.1839,1.1826,173
1192053600,1.1825,1.183,105
1192057200,1.1828,1.1829,112
1192060800,1.1831,1.1834,143
1192064400,1.1839,1.1838,122
1192068000,1.1836,1.1833,126
1192071600,1.1834,1.1835,90
1192075200,1.1838,1.183,142
1192078800,1.1831,1.1825,113
1192082400,1.1824,1.182,153
1192086000,1.1819,1.1815,202
1192089600,1.1816,1.18,292
1192093200,1.1799,1.1784,420
1192096800,1.1785,1.1783,437
1192100400,1.1784,1.178,218
1192104000,1.1778,1.1784,263
1192107600,1.1785,1.1786,469
1192111200,1.1785,1.1807,572
1192114800,1.1808,1.1823,415
1192118400,1.1822,1.1784,560
1192122000,1.1785,1.1799,396
1192125600,1.1801,1.183,297
1192129200,1.1831,1.1816,195
1192132800,1.1818,1.1812,327
1192136400,1.1814,1.1825,284
1192140000,1.1826,1.1818,78
1192143600,1.1817,1.1814,155
1192147200,1.1813,1.1819,153
1192150800,1.1818,1.1823,207
1192154400,1.1824,1.1812,93
1192158000,1.1813,1.1825,114
1192161600,1.1826,1.1814,221
1192165200,1.1815,1.1813,96
1192168800,1.1815,1.1818,140
1192172400,1.1817,1.1817,151
1192176000,1.1818,1.1824,381
1192179600,1.1825,1.182,391
1192183200,1.1818,1.1823,412
1192186800,1.1824,1.1837,403
1192190400,1.1839,1.183,362
1192194000,1.1829,1.1864,383
1192197600,1.1863,1.1846,718
1192201200,1.1847,1.1856,429
1192204800,1.1854,1.1842,529
1192208400,1.1841,1.1851,400
1192212000,1.1852,1.1842,165
1192215600,1.1841,1.184,66
1192219200,1.1839,1.1844999999999999,165
1192222800,1.1844000000000001,1.1843,149
1192226400,1.1842,1.1847,70
1192406400,1.1842,1.1846,168
1192410000,1.1844000000000001,1.1848,227
1192413600,1.1847,1.185,119
1192417200,1.1849,1.1849,74
1192420800,1.1853,1.1843,84
1192424400,1.1846,1.1844999999999999,122
1192428000,1.1844000000000001,1.1837,149
1192431600,1.1836,1.1844000000000001,125
1192435200,1.1843,1.1842,337
1192438800,1.1841,1.1808,524
1192442400,1.1809,1.1791,306
1192446000,1.1793,1.1785,338
1192449600,1.1786,1.1782,279
1192453200,1.1783,1.1803,376
1192456800,1.1804000000000001,1.1812,335
1192460400,1.1814,1.1795,322
1192464000,1.1797,1.1797,295
1192467600,1.1799,1.1797,468
1192471200,1.1796,1.1801,118
1192474800,1.1802,1.1804999999999999,163
1192478400,1.1804000000000001,1.1804000000000001,118
1192482000,1.1803,1.1802,158
1192485600,1.1803,1.1807,103
1192489200,1.1808,1.1801,173
1192492800,1.1802,1.1811,145
1192496400,1.181,1.1813,158
1192500000,1.1814,1.1807,210
1192503600,1.1806,1.1804000000000001,148
1192507200,1.1804999999999999,1.1806,165
1192510800,1.1804999999999999,1.1807,116
1192514400,1.181,1.1806,106
1192518000,1.1807,1.1802,231
1192521600,1.1803,1.1791,311
1192525200,1.1793,1.1825,861
1192528800,1.1826,1.1829,643
1192532400,1.183,1.1833,489
1192536000,1.1835,1.1839,250
1192539600,1.1841,1.1835,348
1192543200,1.1837,1.1829,290
1192546800,1.1827,1.1824,591
1192550400,1.1823,1.1833,536
1192554000,1.1831,1.1831,427
1192557600,1.183,1.1831,149
1192561200,1.183,1.1823,167
1192564800,1.1822,1.1823,114
1192568400,1.1822,1.1822,119
1192572000,1.1823,1.1824,136
1192575600,1.1823,1.1824,136
1192579200,1.1825,1.1822,50
1192582800,1.1821,1.182,49
1192586400,1.1819,1.1821,195
1192590000,1.1822,1.1814,143
1192593600,1.1812,1.1813,132
1192597200,1.1812,1.1821,85
1192600800,1.1822,1.18,125
1192604400,1.1801,1.1803,244
1192608000,1.1802,1.1787,560
1192611600,1.1789,1.1803,567
1192615200,1.1804000000000001,1.1814,415
1192618800,1.1812,1.1814,303
1192622400,1.1815,1.1827,314
1192626000,1.1826,1.1822,430
1192629600,1.1823,1.1797,620
1192633200,1.1799,1.1799,489
1192636800,1.1801,1.1818,390
1192640400,1.1816,1.1814,396
1192644000,1.1816,1.1811,175
1192647600,1.181,1.1804000000000001,205
1192651200,1.1804999999999999,1.1812,187
1192654800,1.181,1.1818,136
1192658400,1.1816,1.1799,163
1192662000,1.1798,1.1792,104
1192665600,1.1789,1.1787,103
1192669200,1.1788,1.1791,118
1192672800,1.1792,1.1787,191
1192676400,1.1786,1.1777,154
1192680000,1.1778,1.1774,223
1192683600,1.1775,1.1772,176
1192687200,1.1771,1.1771,187
1192690800,1.177,1.1777,222
1192694400,1.1778,1.1748,415
1192698000,1.1747,1.1741,450
1192701600,1.1742,1.1724,584
1192705200,1.1724999999999999,1.1727,545
1192708800,1.1728,1.1712,457
1192712400,1.1711,1.1703000000000001,501
1192716000,1.1703999999999999,1.1665,650
1192719600,1.1663999999999999,1.1685,591
1192723200,1.1684,1.1703000000000001,505
1192726800,1.1702,1.1698,424
1192730400,1.1697,1.1694,213
1192734000,1.1692,1.1702,93
1192737600,1.1701,1.1694,147
1192741200,1.169,1.1694,126
1192744800,1.1695,1.1696,145
1192748400,1.1694,1.17,207
1192752000,1.1694,1.1692,66
1192755600,1.1693,1.1698,105
1192759200,1.1699,1.1693,136
1192762800,1.1692,1.1689,321
1192766400,1.169,1.168,148
1192770000,1.1679,1.168,166
1192773600,1.1679,1.1681,119
1192777200,1.1682,1.1665,208
1192780800,1.1666,1.1677,494
1192784400,1.1679,1.1715,531
1192788000,1.1717,1.1706,335
1192791600,1.1705,1.1707,422
1192795200,1.1708,1.1711,363
1192798800,1.171,1.17,383
1192802400,1.1699,1.1696,270
1192806000,1.1698,1.1698,315
1192809600,1.17,1.1721,566
1192813200,1.1719,1.1717,449
1192816800,1.1715,1.1722,197
1192820400,1.1723,1.1713,124
1192824000,1.1711,1.1675,193
1192827600,1.1673,1.1671,141
1192831200,1.1673,1.166,200
1193011200,1.1605,1.1623999999999999,445
1193014800,1.1623,1.161,390
1193018400,1.1611,1.1618,243
1193022000,1.1617,1.1643,210
1193025600,1.1644,1.1644,248
1193029200,1.1646,1.1649,193
1193032800,1.164,1.1637,181
1193036400,1.1636,1.1636,272
1193040000,1.1635,1.1626,481
1193043600,1.1627,1.1634,797
1193047200,1.1635,1.1641,531
1193050800,1.1639,1.1656,438
1193054400,1.1658,1.1715,694
1193058000,1.1717,1.1752,854
1193061600,1.1751,1.1747,706
1193065200,1.1746,1.1745,677
1193068800,1.1746,1.1766,681
1193072400,1.1767,1.1776,663
1193076000,1.1778,1.1783,263
1193079600,1.1782,1.1772,275
1193083200,1.1774,1.1771,179
1193086800,1.177,1.1769,154
1193090400,1.177,1.1776,207
1193094000,1.1775,1.1782,184
1193097600,1.1781,1.1773,143
1193101200,1.1774,1.177,87
1193104800,1.1771,1.1764000000000001,156
1193108400,1.1764999999999999,1.1764000000000001,111
1193112000,1.1764999999999999,1.1763,160
1193115600,1.1764000000000001,1.177,213
1193119200,1.1769,1.1775,166
1193122800,1.1774,1.1753,224
1193126400,1.1752,1.1755,414
1193130000,1.1757,1.1729,606
1193133600,1.173,1.1728,271
1193137200,1.1729,1.1748,458
1193140800,1.1749,1.1742,476
1193144400,1.1741,1.1729,618
1193148000,1.173,1.173,619
1193151600,1.1729,1.1715,514
1193155200,1.1713,1.1736,574
1193158800,1.1734,1.1724999999999999,436
1193162400,1.1726,1.1732,183
1193166000,1.1734,1.174,127
1193169600,1.1741,1.1743000000000001,127
1193173200,1.1742,1.1738,78
1193176800,1.1739,1.173,118
1193180400,1.1729,1.1727,108
1193184000,1.1728,1.1733,33
1193187600,1.1734,1.1734,78
1193191200,1.1735,1.1736,106
1193194800,1.1735,1.173,114
1193198400,1.1729,1.1726,111
1193202000,1.1727,1.1723,116
1193205600,1.1721,1.1721,258
1193209200,1.172,1.1722,129
1193212800,1.172,1.1736,414
1193216400,1.1738,1.1753,660
1193220000,1.1751,1.1748,573
1193223600,1.1747,1.1741,398
1193227200,1.174,1.1747,416
1193230800,1.1748,1.1741,666
1193234400,1.174,1.1727,341
1193238000,1.1726,1.1724,556
1193241600,1.1724999999999999,1.1728,747
1193245200,1.1729,1.1724,598
1193248800,1.1723,1.1728,202
1193252400,1.1729,1.1721,120
1193256000,1.1722,1.1715,161
1193259600,1.1713,1.1713,154
1193263200,1.1715,1.1718,108
1193266800,1.1717,1.1718,144
1193270400,1.1719,1.1716,139
1193274000,1.1717,1.1721,113
1193277600,1.1723,1.1733,181
1193281200,1.1732,1.1723,111
1193284800,1.1722,1.1716,80
1193288400,1.1717,1.171,159
1193292000,1.1711,1.1712,175
1193295600,1.1711,1.1714,100
1193299200,1.1715,1.1711,418
1193302800,1.171,1.1708,452
1193306400,1.1707,1.169,494
1193310000,1.1692,1.1684,298
1193313600,1.1683,1.1673,464
1193317200,1.1671,1.1675,301
1193320800,1.1677,1.1637,661
1193324400,1.1639,1.1654,450
1193328000,1.1656,1.1675,690
1193331600,1.1677,1.1669,459
1193335200,1.167,1.1669,155
1193338800,1.167,1.1654,226
1193342400,1.1652,1.1656,176
1193346000,1.1654,1.1656,132
1193349600,1.1658,1.1656,135
1193353200,1.1658,1.1649,123
1193356800,1.1651,1.1653,119
1193360400,1.1654,1.1655,85
1193364000,1.1654,1.1657,179
1193367600,1.1656,1.1655,152
1193371200,1.1656,1.1657,146
1193374800,1.1658,1.1656,179
1193378400,1.1655,1.1646,119
1193382000,1.1645,1.165,76
1193385600,1.1649,1.1635,485
1193389200,1.1637,1.1641,488
1193392800,1.1642000000000001,1.1643,546
1193396400,1.1642000000000001,1.1639,475
1193400000,1.1638,1.1634,297
1193403600,1.1633,1.1635,360
1193407200,1.1637,1.163,452
1193410800,1.1629,1.1635,302
1193414400,1.1637,1.1629,501
1193418000,1.1631,1.1623999999999999,513
1193421600,1.1625,1.1625,191
1193425200,1.1623999999999999,1.163,128
1193428800,1.1628,1.1643,168
1193432400,1.1642000000000001,1.1639,147
1193436000,1.1637,1.1639,16
1193616000,1.162,1.1623999999999999,100
1193619600,1.1625,1.1626,159
1193623200,1.1625,1.1622,142
1193626800,1.1621,1.1628,92
1193630400,1.1627,1.1625,87
1193634000,1.1623999999999999,1.1627,160
1193637600,1.1626,1.1616,170
1193641200,1.1617,1.1617,173
1193644800,1.1618,1.1618,428
1193648400,1.162,1.1621,413
1193652000,1.1622,1.1629,321
1193655600,1.1628,1.1627,192
1193659200,1.1626,1.1631,335
1193662800,1.1633,1.1662,338
1193666400,1.1663000000000001,1.1663999999999999,378
1193670000,1.1665,1.1652,389
1193673600,1.165,1.1652,397
1193677200,1.165,1.1654,251
1193680800,1.1652,1.165,139
1193684400,1.1651,1.1649,94
1193688000,1.1648,1.1642000000000001,99
1193691600,1.1643,1.1643,132
1193695200,1.1644,1.1645,81
1193698800,1.1643,1.1645,93
1193702400,1.1646,1.165,96
1193706000,1.1649,1.1663999999999999,226
1193709600,1.1663000000000001,1.1656,272
1193713200,1.1657,1.1654,152
1193716800,1.1655,1.1651,172
1193720400,1.1652,1.1659,201
1193724000,1.1661,1.165,199
1193727600,1.1651,1.1661,221
1193731200,1.1662,1.1654,456
1193734800,1.1652,1.1648,374
1193738400,1.1647,1.1658,320
1193742000,1.166,1.1658,251
1193745600,1.166,1.1642000000000001,342
1193749200,1.1643,1.1631,313
1193752800,1.1633,1.1618,368
1193756400,1.1616,1.161,568
1193760000,1.1612,1.1612,331
1193763600,1.1614,1.1605,190
1193767200,1.1604,1.1609,106
1193770800,1.161,1.1597,153
1193774400,1.1599,1.1588,209
1193778000,1.1589,1.1586,117
1193781600,1.1585,1.1576,189
1193785200,1.1575,1.1584,138
1193788800,1.1585,1.1584,100
1193792400,1.1583,1.1585,121
1193796000,1.1586,1.1582,89
1193799600,1.1583,1.1582,35
1193803200,1.1583,1.1583,105
1193806800,1.1584,1.1585,78
1193810400,1.1586,1.1574,135
1193814000,1.1573,1.1585,324
1193817600,1.1586,1.1572,322
1193821200,1.1574,1.1584,450
1193824800,1.1582,1.1616,524
1193828400,1.1621,1.1604,601
1193832000,1.1602999999999999,1.1593,308
1193835600,1.1595,1.1614,683
1193839200,1.1612,1.1604,459
1193842800,1.1602999999999999,1.1601,423
1193846400,1.1602000000000001,1.1587,379
1193850000,1.1588,1.1597,480
1193853600,1.1595,1.1589,158
1193857200,1.1591,1.1562000000000001,838
1193860800,1.1561,1.1582,376
1193864400,1.1581,1.158,207
1193868000,1.1578,1.1586,129
1193871600,1.1585,1.1586,173
1193875200,1.1586,1.1593,195
1193878800,1.1592,1.1595,193
1193882400,1.1596,1.1604,217
1193886000,1.1602999999999999,1.1602000000000001,182
1193889600,1.1602999999999999,1.1601,107
1193893200,1.1602000000000001,1.1602000000000001,132
1193896800,1.1602999999999999,1.1598,197
1193900400,1.1597,1.1598,280
1193904000,1.1599,1.1591,389
1193907600,1.1593,1.1626,580
1193911200,1.1627,1.162,554
1193914800,1.1621,1.1618,239
1193918400,1.1621,1.1612,502
1193922000,1.161,1.1591,590
1193925600,1.1593,1.1595,587
1193929200,1.1596,1.1597,686
1193932800,1.1595,1.1593,385
1193936400,1.1595,1.1565,508
1193940000,1.1564,1.1576,252
1193943600,1.1574,1.1562999999999999,253
1193947200,1.1564,1.1576,251
1193950800,1.1574,1.158,186
1193954400,1.1581,1.1583,271
1193958000,1.1582,1.157,179
1193961600,1.1571,1.1573,141
1193965200,1.1572,1.1571,154
1193968800,1.1572,1.1573,132
1193972400,1.1574,1.1571,141
1193976000,1.1573,1.1567,114
1193979600,1.1566,1.1562000000000001,86
1193983200,1.1562999999999999,1.1562999999999999,168
1193986800,1.1564,1.1547,254
1193990400,1.1546,1.1526,511
1193994000,1.1527,1.153,537
1193997600,1.1529,1.153,570
1194001200,1.1528,1.1538,387
1194004800,1.1536,1.1525,370
1194008400,1.1524,1.1543,860
1194012000,1.1544,1.1534,620
1194015600,1.1535,1.1526,612
1194019200,1.1527,1.1542,610
1194022800,1.1543,1.1526,615
1194026400,1.1527,1.1522999999999999,362
1194030000,1.1525,1.1534,210
1194033600,1.1536,1.153,217
1194037200,1.1532,1.1541,206
1194040800,1.1542,1.1536,4
1194220800,1.1518,1.1519,129
1194224400,1.1518,1.1519,161
1194228000,1.152,1.1526,78
1194231600,1.1525,1.1533,83
1194235200,1.1535,1.1537,149
1194238800,1.1538,1.1535,108
1194242400,1.1534,1.1531,203
1194246000,1.153,1.1544,134
1194249600,1.1543,1.1525,594
1194253200,1.1526,1.1544,337
1194256800,1.1543,1.1541,303
1194260400,1.1542,1.1549,258
1194264000,1.1551,1.1532,277
1194267600,1.1534,1.153,143
1194271200,1.1528,1.152,360
1194274800,1.1521,1.1519,318
1194278400,1.152,1.153,377
1194282000,1.1528,1.1534,224
1194285600,1.1532,1.1524,81
1194289200,1.1522999999999999,1.1525,109
1194292800,1.1524,1.1526,131
1194296400,1.1525,1.1534,160
1194300000,1.1532,1.1536,100
1194303600,1.1535,1.1528,178
1194307200,1.153,1.1529,76
1194310800,1.1531,1.1525,137
1194314400,1.1526,1.1533,143
1194318000,1.1534,1.1527,156
1194321600,1.1529,1.1525,151
1194325200,1.1526,1.1524,110
1194328800,1.1525,1.1514,170
1194332400,1.1515,1.1499,258
1194336000,1.1498,1.1468,538
1194339600,1.1469,1.1471,420
1194343200,1.1473,1.1467,407
1194346800,1.1468,1.1465,486
1194350400,1.1466,1.1444,616
1194354000,1.1445,1.1463,408
1194357600,1.1464,1.1439,321
1194361200,1.144,1.1437,508
1194364800,1.1435,1.145,375
1194368400,1.1448,1.145,411
1194372000,1.1452,1.145,163
1194375600,1.1451,1.1446,97
1194379200,1.1445,1.1456,170
1194382800,1.1457,1.1452,94
1194386400,1.145,1.1445,137
1194390000,1.1443,1.1435,233
1194393600,1.1437,1.144,99
1194397200,1.1442,1.1444,84
1194400800,1.1443,1.1444,111
1194404400,1.1443,1.139,842
1194408000,1.1391,1.138,530
1194411600,1.1381000000000001,1.1373,225
1194415200,1.1372,1.1360999999999999,319
1194418800,1.1360000000000001,1.1376,230
1194422400,1.1374,1.1376,600
1194426000,1.1374,1.1368,466
1194429600,1.137,1.1299,924
1194433200,1.1298,1.1326,661
1194436800,1.1325,1.1318,391
1194440400,1.1319,1.1287,678
1194444000,1.1288,1.1298,610
1194447600,1.1299,1.1306,562
1194451200,1.1305,1.1338,561
1194454800,1.1336,1.1334,562
1194458400,1.1335,1.1332,247
1194462000,1.133,1.1309,336
1194465600,1.1311,1.1319,277
1194469200,1.1318,1.1336,328
1194472800,1.1334,1.133,99
1194476400,1.1332,1.1334,451
1194480000,1.1335,1.134,215
1194483600,1.1341,1.1320999999999999,360
1194487200,1.1322,1.1318,199
1194490800,1.1319,1.1327,128
1194494400,1.1328,1.1331,192
1194498000,1.133,1.133,191
1194501600,1.1331,1.1327,133
1194505200,1.1326,1.1328,225
1194508800,1.1327,1.1307,777
